rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
3574,https://boardgamegeek.com/boardgame/490/warangel,490,Warangel,2,6,60,60,60,2000,7.66751,5.72195,235,//cf.geekdo-images.com/images/pic477996.jpg,12,Hex-and-Counter,305,"Fantasy, Mythology, Print & Play, Wargame",Angelo Porazzi,2.4848
3575,https://boardgamegeek.com/boardgame/56294/jungle-speed-rabbids,56294,Jungle Speed: Rabbids,2,10,15,15,15,2008,6.63321,5.7218,243,//cf.geekdo-images.com/images/pic1144026.jpg,8,Pattern Recognition,526,"Action / Dexterity, Card Game, Party Game, Video Game Theme","Thomas Vuarchex, Pierrick Yakovenko",1.1667
3576,https://boardgamegeek.com/boardgame/31449/army-frogs,31449,Army of Frogs,2,4,45,45,45,2007,5.97709,5.72164,817,//cf.geekdo-images.com/images/pic1737529.jpg,7,Tile Placement,924,"Abstract Strategy, Animals",John Yianni,2.0115
3577,https://boardgamegeek.com/boardgame/159143/hue,159143,HUE,2,5,10,10,10,2015,6.58056,5.72164,233,//cf.geekdo-images.com/images/pic2559566.jpg,8,"Area Enclosure, Pattern Building, Stock Holding, Tile Placement",888,"Abstract Strategy, Card Game",Chris Handy,1.3636
3578,https://boardgamegeek.com/boardgame/153709/pyramix,153709,Pyramix,2,4,15,15,15,2014,6.40928,5.72161,307,//cf.geekdo-images.com/images/pic1950426.jpg,8,Set Collection,741,"Abstract Strategy, Ancient",Tim Roediger,1.2667
3579,https://boardgamegeek.com/boardgame/208775/qwixx-deluxe,208775,Qwixx Deluxe,2,8,20,20,0,2016,7.2461,5.7216,146,//cf.geekdo-images.com/images/pic3264158.jpg,8,Dice Rolling,396,Dice,Steffen Benndorf,1
3580,https://boardgamegeek.com/boardgame/33767/yavalath,33767,Yavalath,2,3,10,10,10,2007,7.12063,5.72157,160,//cf.geekdo-images.com/images/pic985141.jpg,0,Pattern Building,136,Abstract Strategy,Cameron Browne,2.3333
3581,https://boardgamegeek.com/boardgame/17526/hecatomb,17526,Hecatomb,2,4,30,30,30,2005,6.37344,5.72132,349,//cf.geekdo-images.com/images/pic88393.jpg,15,Hand Management,713,"Card Game, Collectible Components, Horror","Mike Elliott, Jonathan Tweet",2.4615
3582,https://boardgamegeek.com/boardgame/10623/gringo,10623,Gringo!,1,6,180,180,180,2004,7.12133,5.7213,150,//cf.geekdo-images.com/images/pic43591.jpg,12,"Chit-Pull System, Hex-and-Counter",640,"American West, Post-Napoleonic, Wargame",Richard H. Berg,3.3636
3583,https://boardgamegeek.com/boardgame/4086/napoleon-bay-campaign-france,4086,Napoleon at Bay: The Campaign in France,2,2,180,180,180,1978,6.95672,5.7212,186,//cf.geekdo-images.com/images/pic12188.jpg,12,Hex-and-Counter,743,"Napoleonic, Wargame",Kevin Zucker,3.6571
3584,https://boardgamegeek.com/boardgame/41612/struggle-galactic-empire,41612,Struggle for the Galactic Empire,1,1,240,240,240,2009,6.81396,5.72107,197,//cf.geekdo-images.com/images/pic456443.jpg,14,"Area Control / Area Influence, Area Movement",724,"Science Fiction, Space Exploration, Wargame",Joseph Miranda,2.8286
3585,https://boardgamegeek.com/boardgame/172560/piratoons,172560,Piratoons,2,4,30,30,30,2015,6.65188,5.72099,237,//cf.geekdo-images.com/images/pic2846337.jpg,8,"Auction/Bidding, Card Drafting, Set Collection",405,"Nautical, Pirates, Real-time","Olivier Grégoire, Thibaut Quintens",1.5455
3586,https://boardgamegeek.com/boardgame/6226/eastern-front-tank-leader,6226,Eastern Front Tank Leader,2,2,90,90,90,1986,6.78711,5.72083,194,//cf.geekdo-images.com/images/pic25650.jpg,12,"Campaign / Battle Card Driven, Hex-and-Counter",518,"Wargame, World War II","Eric Goldberg, Guy Hail, John Hill (I)",2.9333
3587,https://boardgamegeek.com/boardgame/13337/whist,13337,Whist,2,4,60,60,60,1663,6.40931,5.72077,318,//cf.geekdo-images.com/images/pic97439.jpg,12,"Partnerships, Trick-taking",241,Card Game,(Uncredited),2
3588,https://boardgamegeek.com/boardgame/26156/ausgerechnet-uppsala,26156,Ausgerechnet Uppsala,2,6,20,20,20,2006,6.57603,5.72072,242,//cf.geekdo-images.com/images/pic1740577.jpg,10,Card Drafting,325,"Bluffing, Educational, Trivia","Bernhard Lach, Uwe Rapp",1.3462
3589,https://boardgamegeek.com/boardgame/6191/xe-queo,6191,Xe Queo!,2,2,20,20,20,1998,6.48694,5.72068,271,//cf.geekdo-images.com/images/pic102642.jpg,8,Secret Unit Deployment,361,"Abstract Strategy, Bluffing",Alex Randolph,1.4783
3590,https://boardgamegeek.com/boardgame/159910/king-frontier,159910,The King of Frontier,2,4,30,30,30,2013,6.91768,5.72051,168,//cf.geekdo-images.com/images/pic2221599.png,10,Tile Placement,201,"City Building, Medieval",Shun,2.0714
3591,https://boardgamegeek.com/boardgame/2678/voyage-bsm-pandora,2678,Voyage of the B.S.M. Pandora,1,1,90,90,90,1981,6.60335,5.72049,254,//cf.geekdo-images.com/images/pic10944.jpg,10,Hex-and-Counter,669,"Adventure, Exploration, Science Fiction, Space Exploration","John H. Butterfield, Edward J. Woods",2.6333
3592,https://boardgamegeek.com/boardgame/6607/munchkin-fu,6607,Munchkin Fu,3,6,90,90,90,2003,5.92626,5.72045,1966,//cf.geekdo-images.com/images/pic26270.jpg,10,"Dice Rolling, Trading, Variable Player Powers",3634,"Card Game, Fighting, Humor",Steve Jackson (I),1.75
3593,https://boardgamegeek.com/boardgame/147624/mount-everest,147624,Mount Everest,2,5,90,90,90,2013,6.48599,5.72045,279,//cf.geekdo-images.com/images/pic1797322.jpg,10,"Deck / Pool Building, Hand Management, Pick-up and Deliver, Simultaneous Action Selection",629,"Environmental, Exploration, Sports, Transportation",Adam Ka?u?a,2.7143
3594,https://boardgamegeek.com/boardgame/63395/chocolatl,63395,Chocolatl,3,5,45,45,45,2010,6.39531,5.72044,307,//cf.geekdo-images.com/images/pic772060.jpg,8,"Auction/Bidding, Hand Management, Simultaneous Action Selection",504,"Ancient, Bluffing",Günter Burkhardt,2.0556
3595,https://boardgamegeek.com/boardgame/138963/arkham-investigator,138963,Arkham Investigator,1,10,120,120,120,2013,7.64765,5.72043,115,//cf.geekdo-images.com/images/pic1641644.png,12,"Co-operative Play, Role Playing, Storytelling",210,"Deduction, Murder/Mystery, Novel-based, Print & Play",Hal Eccles,2.4615
3596,https://boardgamegeek.com/boardgame/139572/karesansui,139572,Karesansui,3,6,60,45,60,2013,6.61128,5.72043,226,//cf.geekdo-images.com/images/pic1594427.jpg,10,"Auction/Bidding, Set Collection",391,Abstract Strategy,Joseph Kisenwether,2.1765
3597,https://boardgamegeek.com/boardgame/4368/their-quiet-fields-ii,4368,In their Quiet Fields II,2,2,240,240,240,1995,7.23288,5.7204,146,//cf.geekdo-images.com/images/pic192605.jpg,12,Hex-and-Counter,600,"American Civil War, Wargame",Dean Essig,3.1379
3598,https://boardgamegeek.com/boardgame/43249/boardgamegeek-game,43249,The BoardGameGeek Game,3,6,60,60,60,2009,6.06353,5.72032,564,//cf.geekdo-images.com/images/pic561490.jpg,8,"Dice Rolling, Set Collection, Tile Placement",1060,"Bluffing, Deduction, Economic, Industry / Manufacturing",Richard Breese,2.1029
3599,https://boardgamegeek.com/boardgame/165404/dragonscroll,165404,Dragonscroll,2,4,60,60,60,2014,6.63957,5.72031,240,//cf.geekdo-images.com/images/pic2279507.jpg,13,"Hand Management, Pick-up and Deliver, Set Collection, Tile Placement",625,"Exploration, Fantasy, Humor","Gordon Lamont, Fraser Lamont",2.1053
3600,https://boardgamegeek.com/boardgame/35438/moto-grand-prix,35438,Moto Grand Prix,2,6,60,60,60,2008,6.28773,5.71995,387,//cf.geekdo-images.com/images/pic319702.jpg,6,"Dice Rolling, Modular Board, Roll / Spin and Move, Simulation",651,"Racing, Sports",Gianluca Santopietro,1.9787
3601,https://boardgamegeek.com/boardgame/141067/history-maker-baseball,141067,History Maker Baseball,1,2,30,30,30,2013,8.24946,5.71993,93,//cf.geekdo-images.com/images/pic2041485.jpg,0,Dice Rolling,175,Sports,Keith Avallone,2.3333
3602,https://boardgamegeek.com/boardgame/14258/blood-feud-new-york,14258,Blood Feud in New York,2,6,180,180,180,2004,6.14821,5.71989,626,//cf.geekdo-images.com/images/pic57994.jpg,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Player Elimination",1101,"Economic, Fighting, Mafia, Miniatures, Negotiation, Territory Building",Kyle Weinandy,2.6915
3603,https://boardgamegeek.com/boardgame/118337/urbanization,118337,Urbanization,2,4,75,75,75,2012,6.29435,5.7198,354,//cf.geekdo-images.com/images/pic1208221.jpg,12,Variable Player Powers,840,City Building,Johnny Ebsen,2.8372
3604,https://boardgamegeek.com/boardgame/38387/los-banditos,38387,Los Banditos,2,2,15,15,15,2008,6.38394,5.71967,307,//cf.geekdo-images.com/images/pic373219.jpg,8,"Dice Rolling, Set Collection",404,Dice,Reiner Knizia,1.4333
3605,https://boardgamegeek.com/boardgame/128218/helvetia-cup,128218,Helvetia Cup,2,2,45,45,45,2012,7.07521,5.71947,159,//cf.geekdo-images.com/images/pic1374977.jpg,10,Simulation,449,"Fantasy, Sports","Frank Crittin, Grégoire Largey",2.6923
3606,https://boardgamegeek.com/boardgame/139897/belle-ball,139897,Belle of the Ball,2,5,45,30,45,2014,6.16002,5.71908,447,//cf.geekdo-images.com/images/pic1753202.jpg,13,"Card Drafting, Hand Management, Press Your Luck, Set Collection, Variable Player Powers",1059,"Card Game, Humor",Daniel Solis,1.5
3607,https://boardgamegeek.com/boardgame/35634/samurai-card-game,35634,Samurai: The Card Game,2,4,60,60,60,2009,6.25105,5.71908,392,//cf.geekdo-images.com/images/pic552609.jpg,12,"Area Enclosure, Hand Management, Set Collection",652,"Card Game, Medieval",Reiner Knizia,2.0357
3608,https://boardgamegeek.com/boardgame/64/joan-arc,64,Joan of Arc,3,6,180,180,180,1998,6.26579,5.71885,409,//cf.geekdo-images.com/images/pic87932.jpg,12,none,671,"Card Game, Medieval, Political, Wargame",Pascal Bernard,2.5424
3609,https://boardgamegeek.com/boardgame/194232/rick-and-morty-total-rickall-card-game,194232,Rick and Morty: Total Rickall Card Game,2,5,30,30,0,2016,6.69409,5.71859,257,//cf.geekdo-images.com/images/pic2989428.png,15,Co-operative Play,847,"Card Game, Deduction, Humor, Movies / TV / Radio theme",Matt Hyra,1.6667
3610,https://boardgamegeek.com/boardgame/89695/roboderby-express,89695,RoboDerby: Express,2,2,45,45,45,2011,7.16437,5.71826,144,//cf.geekdo-images.com/images/pic1312534.png,10,"Action / Movement Programming, Dice Rolling, Modular Board, Simultaneous Action Selection",272,"Print & Play, Racing, Science Fiction",Clint Herron,1.7917
3611,https://boardgamegeek.com/boardgame/3339/diceland-deep-white-sea,3339,Diceland: Deep White Sea,2,5,20,20,20,2002,6.48577,5.71808,269,//cf.geekdo-images.com/images/pic576322.jpg,10,"Dice Rolling, Variable Player Powers",529,"Action / Dexterity, Collectible Components, Dice, Fantasy, Fighting, Science Fiction","James Ernest, Toivo Rovainen",1.9167
3612,https://boardgamegeek.com/boardgame/181161/brick-party,181161,Brick Party,2,9,30,15,30,2015,6.77796,5.71802,196,//cf.geekdo-images.com/images/pic3068438.jpg,5,"Co-operative Play, Hand Management",445,"Action / Dexterity, Party Game, Real-time",Luca Bellini,1.3333
3613,https://boardgamegeek.com/boardgame/203270/gorechosen,203270,Gorechosen,2,4,75,25,75,2016,7.41784,5.71799,153,//cf.geekdo-images.com/images/pic3218656.jpg,0,"Deck / Pool Building, Dice Rolling, Grid Movement, Take That",369,"Dice, Fantasy, Fighting, Miniatures",James M. Hewitt,2
3614,https://boardgamegeek.com/boardgame/89342/tomorrow,89342,Tomorrow,4,6,90,90,90,2013,6.37812,5.71796,389,//cf.geekdo-images.com/images/pic1464496.png,18,"Area Control / Area Influence, Card Drafting, Hand Management, Partnerships, Simultaneous Action Selection, Take That, Variable Player Powers",690,"Bluffing, Environmental, Modern Warfare, Negotiation, Political, Science Fiction, Wargame",Dirk Knemeyer,2.6957
3615,https://boardgamegeek.com/boardgame/27940/rattlesnake,27940,RattleSnake,2,4,15,15,15,2007,5.90517,5.71792,1218,//cf.geekdo-images.com/images/pic487855.jpg,8,Dice Rolling,1425,"Action / Dexterity, Animals, Children's Game, Dice",Roberto Di Meglio,1.0694
3616,https://boardgamegeek.com/boardgame/195242/tanks-panther-vs-sherman,195242,Tanks: Panther vs Sherman,2,0,0,0,0,2016,7.69265,5.7179,136,//cf.geekdo-images.com/images/pic2933710.jpg,0,"Action Point Allowance System, Dice Rolling, Variable Player Powers",422,"Collectible Components, Dice, Miniatures, Wargame, World War II","Andrew Haught, Chris Townley, Phil Yates",1.9
3617,https://boardgamegeek.com/boardgame/41875/trader,41875,Trader,2,4,15,15,15,2009,6.62146,5.7179,226,//cf.geekdo-images.com/images/pic533414.jpg,10,"Card Drafting, Hand Management, Partnerships",309,Card Game,"Klaus Palesch, Horst-Rainer Rösner",1.4583
3618,https://boardgamegeek.com/boardgame/6657/such-thing,6657,Such a Thing?,2,8,30,30,30,1989,6.1048,5.71786,539,//cf.geekdo-images.com/images/pic558448.jpg,10,"Storytelling, Voting",940,"Party Game, Word Game",Urs Hostettler,1.2549
3619,https://boardgamegeek.com/boardgame/7176/panzer-grenadier-battle-bulge,7176,Panzer Grenadier: Battle of the Bulge,2,2,360,360,360,2002,7.01607,5.71781,168,//cf.geekdo-images.com/images/pic44504.jpg,12,"Dice Rolling, Hex-and-Counter, Secret Unit Deployment",549,"Wargame, World War II","Michael Bennighof, Brian L. Knipple",2.7647
3620,https://boardgamegeek.com/boardgame/148231/corto,148231,Corto,2,4,40,20,40,2013,6.69297,5.71775,219,//cf.geekdo-images.com/images/pic2379027.jpg,10,"Area Control / Area Influence, Hand Management, Modular Board, Partnerships",439,"Adventure, Card Game, Comic Book / Strip","Laurent Escoffier, Sébastien Pauchon",2.2143
3621,https://boardgamegeek.com/boardgame/138104/warmachine-high-command,138104,Warmachine: High Command,2,4,60,60,60,2013,6.23706,5.71754,487,//cf.geekdo-images.com/images/pic1659489.png,0,Deck / Pool Building,1250,Card Game,David Carl,2.2581
3622,https://boardgamegeek.com/boardgame/11886/texas-glory-1835-36,11886,Texas Glory: 1835-36,2,2,120,120,120,2008,7.07532,5.71753,154,//cf.geekdo-images.com/images/pic2663789.jpg,0,"Dice Rolling, Secret Unit Deployment",321,"American West, Post-Napoleonic, Wargame","Tom Dalgliesh, Dan Mings, Carl Willner",2.4583
3623,https://boardgamegeek.com/boardgame/176817/assassinorum-execution-force,176817,Assassinorum: Execution Force,1,4,60,60,0,2015,6.73678,5.71742,227,//cf.geekdo-images.com/images/pic2718934.jpg,12,"Co-operative Play, Dice Rolling, Variable Player Powers",631,"Miniatures, Science Fiction",none,2.125
3624,https://boardgamegeek.com/boardgame/108377/space-station,108377,Space Station,2,6,60,60,60,2011,6.74178,5.71729,219,//cf.geekdo-images.com/images/pic1094641.jpg,12,"Hand Management, Pattern Building, Worker Placement",355,"Card Game, Science Fiction",Jacob Fryxelius,2.2
3625,https://boardgamegeek.com/boardgame/99078/divided-republic,99078,Divided Republic,2,4,180,180,180,2012,6.754,5.71728,201,//cf.geekdo-images.com/images/pic1085627.png,16,"Area Control / Area Influence, Campaign / Battle Card Driven, Hand Management, Variable Player Powers",369,"American Civil War, Civil War, Political",Alex Bagosy,2.7391
3626,https://boardgamegeek.com/boardgame/39941/legion-honor,39941,Legion of Honor,1,6,480,480,480,2014,7.28925,5.71727,134,//cf.geekdo-images.com/images/pic2256725.jpg,0,"Campaign / Battle Card Driven, Dice Rolling, Role Playing",391,"Adventure, Card Game, Napoleonic, Wargame","Richard Kane, Mike Ruttler",2.4375
3627,https://boardgamegeek.com/boardgame/168215/saboteur-duel,168215,Saboteur: The Duel,1,2,30,30,30,2014,6.38288,5.7172,354,//cf.geekdo-images.com/images/pic3303283.jpg,8,"Hand Management, Route/Network Building",1065,"Bluffing, Card Game, Exploration",Fréderic Moyersoen,1.4211
3628,https://boardgamegeek.com/boardgame/170537/swords-and-bagpipes,170537,Swords and Bagpipes,2,6,45,20,45,2014,6.87067,5.71668,179,//cf.geekdo-images.com/images/pic2608911.jpg,11,"Hand Management, Secret Unit Deployment, Simultaneous Action Selection",376,"Bluffing, Medieval",Yan Yegorov,2.2222
3629,https://boardgamegeek.com/boardgame/12899/la-bataille-de-preussisch-eylau,12899,La Bataille de Preussisch-Eylau,1,2,360,360,360,1978,7.66239,5.71657,117,//cf.geekdo-images.com/images/pic66459.jpg,16,Hex-and-Counter,364,"Napoleonic, Wargame","Monte Mattson, Dennis A. Spors, Ed Wimble",3.7778
3630,https://boardgamegeek.com/boardgame/7138/killing-ground,7138,The Killing Ground,2,4,300,300,300,2002,7.94615,5.7165,104,//cf.geekdo-images.com/images/pic33466.jpg,12,"Chit-Pull System, Hex-and-Counter",362,"Wargame, World War II",Mark Hinkle,4.2609
3631,https://boardgamegeek.com/boardgame/43526/germantown,43526,Germantown,2,2,180,180,180,2010,7.46682,5.71639,117,//cf.geekdo-images.com/images/pic784196.jpg,0,Hex-and-Counter,662,"Age of Reason, American Revolutionary War, Wargame","Bill Madison, Mark Miklos",3
3632,https://boardgamegeek.com/boardgame/8222/spank-monkey,8222,Spank the Monkey,2,6,30,30,30,2003,5.95848,5.71634,1209,//cf.geekdo-images.com/images/pic144663.jpg,12,"Dice Rolling, Modular Board",1644,"Card Game, Fighting, Humor, Party Game",Peter Hansson,1.44
3633,https://boardgamegeek.com/boardgame/4884/legend-begins,4884,The Legend Begins,2,2,240,240,240,1991,7.73551,5.71628,107,//cf.geekdo-images.com/images/pic216377.jpg,12,Hex-and-Counter,451,"Wargame, World War II",Mark Simonitch,3.3333
3634,https://boardgamegeek.com/boardgame/75782/phantom-league,75782,The Phantom League,2,6,90,90,90,2010,6.51519,5.71609,270,//cf.geekdo-images.com/images/pic771625.jpg,12,"Modular Board, Pick-up and Deliver, Trading",537,"Fighting, Negotiation, Science Fiction, Space Exploration, Transportation",Timo Multamäki,3.2222
3635,https://boardgamegeek.com/boardgame/33785/panzer-grenadier-elsenborn-ridge,33785,Panzer Grenadier: Elsenborn Ridge,2,2,60,60,60,2008,7.56116,5.716,112,//cf.geekdo-images.com/images/pic2396706.jpg,0,Hex-and-Counter,334,"Wargame, World War II",Michael Bennighof,3
3636,https://boardgamegeek.com/boardgame/23827/millionen-von-schwalben,23827,Millionen von Schwalben,3,6,120,120,120,2006,7.33529,5.71588,119,//cf.geekdo-images.com/images/pic134423.jpg,8,"Betting/Wagering, Dice Rolling",213,Sports,Urs Hostettler,2.4
3637,https://boardgamegeek.com/boardgame/10789/pitch,10789,Pitch,2,4,30,30,30,1600,6.74581,5.71569,191,//cf.geekdo-images.com/images/pic46533.jpg,12,Trick-taking,137,Card Game,(Uncredited),1.7619
3638,https://boardgamegeek.com/boardgame/38471/corps-command-dawns-early-light,38471,Corps Command: Dawn's Early Light,2,2,0,0,0,2010,7.36822,5.71566,129,//cf.geekdo-images.com/images/pic629265.jpg,12,"Chit-Pull System, Dice Rolling, Hex-and-Counter",306,"Modern Warfare, Wargame",Peter Bogdasarian,2.1667
3639,https://boardgamegeek.com/boardgame/69234/operation-dauntless-battles-fontenay-and-rauray-fr,69234,"Operation Dauntless: The Battles for Fontenay and Rauray, France, June 1944",2,2,120,120,120,2016,7.96587,5.71562,104,//cf.geekdo-images.com/images/pic2700690.png,12,"Dice Rolling, Hex-and-Counter, Simulation",644,"Wargame, World War II",Mark Mokszycki,3.8
3640,https://boardgamegeek.com/boardgame/10523/victory-honor,10523,Victory & Honor,4,4,30,30,30,2004,6.46858,5.71556,259,//cf.geekdo-images.com/images/pic138672.jpg,12,"Hand Management, Trick-taking",448,"American Civil War, Card Game",Ty Douds,2.0333
